zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,symbol,address2
12190,Consumer Cyclical,11.0,"PT Sanurhasta Mitra Tbk engages in the property development and hospitality business in Indonesia. It primarily develops housing projects, as well as manages cottages. The company's project locations are in Bali and Boyolali, Central Java. It also provides boutique villa services. The company was founded in 1993 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2903 5620,Indonesia,https://sanurhastamitra.com,86400,Equity Tower,62 21 2903 5619,Lodging,MINA.JK,"Lt. 11, Unit 11D Sudirman Central Business Dist. Lot. 9 Jln. Jend. Sudirman Kav 52-53"
11530,Basic Materials,359.0,"PT Indo Acidatama Tbk produces and sells basic and agro chemicals primarily in Indonesia. The company offers ethanol, acetic acid, and ethyl acetate products; and organic plus bio fertilizers under the POMI, RANDEX, ALFINASE, and BEKA names. It also exports its products. The company was formerly known as PT Sarasa Nugraha Tbk and changed its name to PT Indo Acidatama Tbk in May 2006. PT Indo Acidatama Tbk was founded in 1982 and is based in West Jakarta, Indonesia.",Jakarta Barat,62 21 5366 0777,Indonesia,https://www.acidatama.co.id,86400,Graha Kencana,62 21 5366 0698,Chemicals,SRSN.JK,9th Floor-Suite A Jl. Raya Perjuangan 88
,Basic Materials,202.0,"PT Surya Biru Murni Acetylene Tbk produces industrial gases in Indonesia. It offers acetylene, oxygen, and nitrogen gases; argon, carbon dioxide, helium, and mixed gases; and compressed air, as well as other gases for laboratory and testing applications. The company was founded in 1980 and is headquartered in Balikpapan, Indonesia. PT Surya Biru Murni Acetylene Tbk is a subsidiary of PT Surya Biru Titilea Investama.",Balikpapan,62 54 273 3600,Indonesia,https://suryabirumurni.co.id,86400,Jl. Jendral Sudirman No. 5-6 Rt 16,62 54 273 5451,Chemicals,SBMA.JK,Klandasan Ilir
10230,Real Estate,9.0,"PT Anugerah Kagum Karya Utama Tbk, through its subsidiaries, engages in general trading business in Indonesia. The company offers business, management, and administration consulting; mining operations support; general mining management; and hotel management. It is also involved in the rental of heavy equipment. The company was formerly known as PT Alam Karya Unggul Tbk and changed its name to PT Anugerah Kagum Karya Utama Tbk in October 2016. The company was incorporated in 2001 and is headquartered in Jakarta, Indonesia. PT Anugerah Kagum Karya Utama Tbk is a subsidiary of PT Eka Mandiri Anugerah Sejahtera.",Jakarta,,Indonesia,https://www.anugerahkagum.com,86400,Jl. Otto Iskandar Dinata,,Real Estate Services,AKKU.JK,Raya No. 60 Jl. MH Thamrin Kav 8-9
10310,Consumer Cyclical,34.0,"PT Menteng Heritage Realty Tbk, together with its subsidiaries, owns and operates hotels in Indonesia. The company owns The Hermitage, a hotel located in Menteng, Central Jakarta. It is also involved in the mining; general trading and services; and sea and domestic transportation businesses. The company was formerly known as PT Citra Prestasi Abadi and changed its name to PT Menteng Heritage Realty Tbk in October 2007. The company was founded in 2007 and is based in Jakarta, Indonesia. PT Menteng Heritage Realty Tbk is a subsidiary of PT Wijaya Wisesa Realty.",Jakarta,62 21 5795 1819,Indonesia,https://www.hrme.co.id,86400,Jl. Cilacap No. 1,62 21 5795 1820,Lodging,HRME.JK,
12190,Financial Services,67.0,"PT Trust Finance Indonesia Tbk provides financing services in Indonesia. It offers investment financing services, including financing of heavy equipment, trucks, digital printing and printing machines, industrial machineries, and medical devices. The company also provides working capital financing solutions comprising sale and lease back, factoring, and business capital facilities. In addition, it offers financing for houses and apartments, cars, motorcycles, education, and tour/travel expenses, as well as for the purchase of household appliances and other consumptive products. The company was formerly known as PT KIA Asia Finance and changed its name to PT Trust Finance Indonesia Tbk in February 2002. PT Trust Finance Indonesia Tbk was founded in 1990 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 515 5477,Indonesia,https://www.trustfinanceindonesia.com,86400,Gedung Artha Graha,62 21 515 5484,Credit Services,TRUS.JK,21st Floor Jalan Jend. Sudirman Kav 52-53
10640,Communication Services,11.0,"PT LCK Global Kedaton Tbk operates in the telecommunication and engineering industries in Indonesia. The company undertakes site investigation survey, base transceiver station construction, mechanical and electrical installation, telecommunication network installation, electric supply connection, and commission tower installation works. It also procures and trades in telecommunication equipment, heavy equipment, and vehicles. The company was founded in 2013 and is based in Jakarta, Indonesia. PT LCK Global Kedaton Tbk is a subsidiary of Pt Lck Investama Prima Indonesia.",Jakarta,62 21 2147 5967,Indonesia,https://www.lckglobal.co.id,86400,Ruko Perkantoran Cempaka Mas,62 21 2147 5967,Telecom Services,LCKM.JK,"Gedung LCK Group Blok M No. 64, Jl. Let. Jend Suprapto Kel. Sumur Batu, Kec . Kemayoran."
15810,Communication Services,5.0,"PT Star Pacific Tbk, through its subsidiaries, invests in and leases property in Indonesia. It also publishes magazines; and offers advertising agency, mass media, and general trading services. The company was formerly known as PT Lippo ENet Tbk and changed its name to PT Star Pacific Tbk in November 2008. The company was founded in 1983 and is based in Tangerang, Indonesia. PT Star Pacific Tbk is a subsidiary of PT Inti Anugerah Pratama.",Tangerang,62 21 5577 7111,Indonesia,https://www.star-pacific.co.id,86400,"Graha Lippo, Lantai LG",62 21 5577 7222,Publishing,LPLI.JK,Jl. Boulevard Diponegoro No. 101 Lippo Village
15135,Basic Materials,101.0,"PT Colorpak Indonesia Tbk, together with its subsidiaries, manufactures and markets printing inks, coatings, and adhesives in Indonesia. The company operates in four segments: Gravure, Film, Adhesive, and Coating. It provides flexible and cigarette packaging inks; environmental friendly inks; and PVC leather coatings. The company also trades in films, such as BOPP, PET film, NYLON, MPET, aluminum foils, and special films; solvent base and solventless adhesives; and plastic resins. In addition, it offers various types of liquid inks, including Uniprint Series, a polyurethane based ink; Cenote, an ester and alcohol based ink for PET and OPP; New Unicom for PET dry and extrusion; New Lamiop for BOPP dry and extrusion; D-Lamiop for OPP dry; Hunter for foil, paper, and paper board; Alpha for printing on PP and PE surfaces; Roto Shrink for sleeves PVC and PET; and Fantasy PP for woven bag PP. PT Colorpak Indonesia Tbk also exports its products to Australia and China. The company was incorporated in 1988 and is headquartered in Tangerang, Indonesia. PT Colorpak Indonesia Tbk is a subsidiary of Ink Color International Pte. Ltd.",Tangerang,62 21 590 1962,Indonesia,https://www.colorpak.co.id,86400,Jl. Industri II,62 21 590 1963,Specialty Chemicals,CLPI.JK,"Blok F, No. 7 Pasir Jaya Jatiuwung"
14240,Industrials,535.0,"PT Perma Plasindo Tbk, through its subsidiaries, manufactures and distributes office equipment in Indonesia. The company offers office stationery products under the Bantex, Elba, Linex, APLI, Oxford, and XYRON brands; school stationery products under the LYRA, GIOTTO, and Milan brands; stationery fine arts and crafts under the Canson Paper, COPIC Marker, and DAS brands; and general stationery products under the Paper HVS Sinar Dunia, Globe, Paperline, and Paperline Gold brands. It is also involved in the wholesale and trading of chemical, such as industrial glue under the Stck-O brand; and information technology activities. The company was founded in 1992 and is based in North Jakarta, Indonesia.",Jakarta Utara,62 21 450 7929,Indonesia,https://www.permaplasindo.co.id,86400,Jl. Raya Boulevard,62 21 451 6178,Business Equipment & Supplies,BINO.JK,Barat Blok LC VI No 23 Kelapa Gading Barat
10610,Consumer Cyclical,170.0,"PT Perdana Bangun Pusaka Tbk sells and distributes photographic products in Indonesia. The company's photographic products include photographic paper, chemical supplies, films, vinyl/flex banners, frames, and other finished goods, as well as color papers, inkjet papers, dye sub printers, minilabs, and DNP media printers. It also provides auto processors, cassettes, grids, hangers, screens, X-ray films, and USG papers for conventional medical uses; and CR and DR systems, digital media products, LED viewers, and scanners for medical digital imaging uses, as well as hard disk drives. In addition, the company leases office spaces. It operates through retail stores or representative offices that are located in 15 geographic areas in Indonesia. The company was formerly known as PT Konica Cemerlang and changed its name to PT Perdana Bangun Pusaka Tbk in April 1988. The company was founded in 1987 and is headquartered in Central Jakarta, Indonesia. PT Perdana Bangun Pusaka Tbk is a subsidiary of PT Dasabina Adityasarana.",Central Jakarta,62 21 422 1888,Indonesia,https://www.perdanabangunpusaka.co.id,86400,Gedung Konica Lantai 6,62 21 421 6502,Specialty Retail,KONI.JK,Jalan Gunung Sahari No. 78 Gn. Sahari Sel. Kemayoran
28112,Real Estate,75.0,"PT Bima Sakti Pertiwi Tbk operates as a property developer in Riau. The company rents shopping centers and hotel buildings. PT Bima Sakti Pertiwi Tbk was founded in 1980 and is headquartered in Pekanbaru, Indonesia.",Pekanbaru,62 76 185 3888,Indonesia,https://www.bimasaktipertiwi.com,86400,"Jalan Jend Sudirman, No. 123 B",,Real Estate—Diversified,PAMG.JK,Kota Tinggi
61177,Basic Materials,60.0,"PT Betonjaya Manunggal Tbk engages in the production and sale of round bars in Indonesia. Its products are primarily used in the construction of buildings, including high rise building and housing. The company was founded in 1995 and is headquartered in Gresik, Indonesia",Gresik,62 31 750 7303,Indonesia,https://www.bjm.co.id,86400,Jl. Raya Krikilan No.434 Km.28,62 31 750 7302,Steel,BTON.JK,Kecamatan Driyorejo
11440,Consumer Cyclical,418.0,"PT Panorama Sentrawisata Tbk engages in tourism businesses primarily in Indonesia. It operates through three segments: Travel, Transportation Services, and Convention Services. The company offers overland and round-trip tours, coach and rental, free and easy programs, stopover programs, adventure tours, special interest programs, e-commerce, and incentive groups to provide tailor made itineraries services; leisure tour, corporate travel, and incentive tour management services; and travel licensee and individual travel agent programs. It also offers media pillar services, such as event and exhibition organizer for meetings, incentives, conventions, and exhibitions activities; live entertainment for music, theater, and other on-stage performances; and publishes travel magazine and books. In addition, the company provides premium bus charters, intercity shuttles, tourism buses, and open trip services. PT Panorama Sentrawisata Tbk was founded in 1995 and is headquartered in Jakarta Barat, Indonesia. PT Panorama Sentrawisata Tbk is a subsidiary of PT Panorama Tirta Anugerah.",Jakarta Barat,62 21 2556 5000,Indonesia,https://www.panorama-sentrawisata.com,86400,Gedung Panorama,62 21 2556 5055,Travel Services,PANR.JK,Lantai 5 Jl. Tomang Raya No.63
15135,Industrials,492.0,"PT Sumi Indo Kabel Tbk manufactures and sells cables and wires in Indonesia. The company's products include power, control and instrument, telecommunication, and automobile cables, as well as conductors. It provides bare conductor cables, fire resistance cables, armored and non-armored cables, and low and medium voltage cables of copper and aluminum. The company offers low-voltage wires for batteries, earth bond low voltage wires, and vinyl insulated low voltage wires for automobiles, as well as steel wire amour cables for underground. It also offers special products, including laminated aluminum polyethylene polyamide, low temperature, solar, bonding, and rolling stock cables. The company was formerly known as PT IKI Indah Kabel Indonesia Tbk and changed its name to PT Sumi Indo Kabel Tbk in 1999. The company was founded in 1981 and is headquartered in Tangerang, Indonesia. PT Sumi Indo Kabel Tbk is a subsidiary of Sumitomo Electric Industries, Ltd.",Tangerang,62 21 592 2404,Indonesia,https://www.sikabel.com,86400,"Jln. Gatot Subroto Km.7,8",62 21 592 2576,Electrical Equipment & Parts,IKBI.JK,Kel. Pasir Jaya Kec. Jatiuwung
,Basic Materials,147.0,"PT Nusa Palapa Gemilang Tbk produces and sells granule NPK fertilizers and granule micro fertilizers in Indonesia. The company was founded in 2001 and is headquartered in Sidoarjo, Indonesia.",Sidoarjo,62 31 898 2405,Indonesia,https://www.ptnpg.com,86400,Jl. Raya Surabaya Mojokerto Km 39,62 31 898 2405,Agricultural Inputs,NPGF.JK,Desa Bakung Temenggungan Kecamatan Balongbendo
12930,Industrials,59.0,"PT Bintang Mitra Semestaraya Tbk engages in the trading of chemicals and rice in Indonesia. The company offers caustic soda liquid and flakes, hydrochloric acid, sodium hypochlorite, sulfuric acid, ethylene dichloride, vinyl chloride monomer, polyvinyl chloride, and hydrogen gas. It is also involved in the exploration and production of oil and gas; mining and sale of nickel; and investment and general trading activities. The company was formerly known as PT Bintang Mahkota Semestaraya and changed its name to PT Bintang Mitra Semestaraya Tbk in May 1991. PT Bintang Mitra Semestaraya Tbk was founded in 1989 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 252 2586,Indonesia,https://www.bintangmitra.com,86400,Graha BIP,62 21 252 2589,Conglomerates,BMSR.JK,2nd Floor Jalan Jenderal Gatot Subroto Kav 23
14350,Consumer Cyclical,98.0,"PT Sunter Lakeside Hotel Tbk operates a 4-star luxury hotel under the Sunlake Hotel name in North Jakarta. The company operates through Hotel Services; Accommodation and Support Services; and Sports and Recreation Center Services segments. Its hotel provides guest rooms and suites, as well as various facilities and amenities, which include fast internet service, meeting room, party room, gym and fitness center, semi olympic size swimming pool, private tennis court, airport shuttle service, and others. The company was incorporated in 1991 and is based in Jakarta Utara, Indonesia.",Jakarta Utara,62 21 650 9969,Indonesia,https://www.hotelsunlake.com,86400,Jalan Danau Permai Raya Blok C1,62 21 650 9970,Lodging,SNLK.JK,Sunter
15143,Consumer Defensive,2.0,"PT Wahana Inti Makmur Tbk produces and supplies rice in Indonesia. The company offers aromatic, healthy, tarabas, medium grain, basmati, dua tani, and royal jasmine rice. The company was founded in 2015 and is based in Tangerang, Indonesia.",Tangerang,62 21 5972 8819,Indonesia,https://www.wahanaintimakmur.com,86400,Jalan Mohammad Husni Thamrin Kilometer 2,62 21 5972 8819,Farm Products,NASI.JK,"Duta Indah Iconic Tower G Lantai 1, Kel. Panunggangan Utara Kec. Pinang"
12190,Industrials,14.0,"PT Protech Mitra Perkasa Tbk operates as an integrated project and construction management company in Indonesia. It also offers a range of design services to plan, specify, and define telecommunication systems. PT Protech Mitra Perkasa Tbk was founded in 2006 and is based in South Jakarta, Indonesia.",Jakarta Selatan,62 21 5010 5555,Indonesia,https://www.protechmitraperkasa.com,86400,Treasury Tower,,Engineering & Construction,OASA.JK,"District 8 Lantai 15,Suite A-B-M-N SCBD Lot 28,JI. Jenderal Sudirman Kav.52"
21202,Consumer Defensive,7158.0,"PT Bakrie Sumatera Plantations Tbk, together with its subsidiaries, engages in the plantation, processing, and trading of agricultural and industrial products in Indonesia. The company operates in three segments: Palm Oil and Derivatives, Rubber, and Oleochemical. The Palm Oil and Derivatives segment processes, markets, and sells palm oil, as well as develops and maintains palm oil. Its palm oil derivative products and palm kernel oil are used in food and non-food industries, including cooking oil, margarine, ice creams, soaps and detergents, animal feeds, cosmetics, industrial lubricants, and bio-fuels. The Rubber segment processes, markets, and sells natural rubber products for use in footwear, gloves, contraceptives, and other industries, as well as develops and maintains rubber. The Oleochemical segment processes, markets, and sells oleochemicals that are used as raw materials for various fast moving consumer goods. The company also provides financial services for issuing bonds; and industrial estate management services, as well as processes fatty acids and distillate, fatty alcohols, glycerin, and palm stearin and olein. It also exports its products. The company was formerly known as United Sumatera Plantations and changed its name to PT Bakrie Sumatera Plantations Tbk in 1991. PT Bakrie Sumatera Plantations Tbk was founded in 1911 and is headquartered in Kisaran, Indonesia.",Kisaran,62 62 341 434,Indonesia,https://www.bakriesumatera.com,86400,Jl. H. Juanda,62 62 341 066,Farm Products,UNSP.JK,Asahan District
15139,Financial Services,2.0,"PT Lenox Pasifik Investama Tbk operates in the services sector in Indonesia. The company engages in the investment or divestment, and management and financial consulting activities, as well as other management consulting activities. It also provides financial advisory services; and manages investment portfolios, including tradable securities and other assets. The company was formerly known as PT Lippo Securities Tbk and changed its name to PT Lenox Pasifik Investama Tbk in September 2020. The company was founded in 1989 and is based in Tangerang, Indonesia. PT Lippo Securities Tbk operates as a subsidiary of PT Inti Anugerah Pratama.",Tangerang,62 21 551 6588,Indonesia,https://www.lenox-pasifik.co.id,86400,Ruko Pinangsia,62 21 551 5970,Capital Markets,LPPS.JK,"Karawaci Office Park Blok M, No. 38/39 Lippo Karawaci"
12930,Basic Materials,151.0,"PT Indo Komoditi Korpora Tbk produces and trades in rubber. It offers crumb rubber and dry jelutong that are used in tires, tube hoses for machines, insulators, waterproofing, and other applications. The company sells its products to Mexico, Argentina, Brazil, Turkey, Germany, Finland, Russia, China, Australia, South Korea, Japan, and India. PT Indo Komoditi Korpora Tbk was founded in 1955 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 229 58323,Indonesia,https://indokomoditikorpora.com,86400,Centennial Tower,62 21 229 58324,Specialty Chemicals,INCF.JK,"21st Floor, H Unit Jl. Jenderal Gatot Subroto Kav. 24-25"
10330,Consumer Defensive,3.0,"PT Agro Yasa Lestari Tbk engages in the wholesale trade of construction materials, food and beverage products, and other agricultural products. It trades in asphalt, geosynthetic, and soybean beans meal. The company was founded in 2010 and is based in Jakarta Pusat, Indonesia. PT Agro Yasa Lestari Tbk is a subsidiary of PT Anugerah Cakrawala Dunia.",Jakarta Pusat,62 21 391 8838,Indonesia,https://www.agroyasalestari.com,86400,Gondangdia 25 Building,62 21 391 8838,Food Distribution,AYLS.JK,R.P Soeroso Street No. 25 Cikini Menteng
15151,Real Estate,6.0,"PT Bhakti Agung Propertindo Tbk engages in real estate development activities in Indonesia. The company was formerly known as PT Paku Bumi Sejahtera and changed its name to PT Bhakti Agung Propertindo Tbk in June 2015. PT Bhakti Agung Propertindo Tbk was founded in 2012 and is based in Tangerang, Indonesia.",Tangerang,62 21 2279 7778,Indonesia,https://www.bhaktiagung.com,86400,Jl. Raden Fatah No. 62,,Real Estate—Development,BAPI.JK,Sudimara Barat Ciledug
30113,Energy,736.0,"PT Ulima Nitra Tbk offers coal mining, truck and heavy equipment rental, construction, and other services. The company was founded in 1992 and is headquartered in Palembang, Indonesia.",Palembang,62 71 136 5157,Indonesia,https://www.ulimanitra.co.id,86400,28 Betet Street RT. 22,62 71 135 9469,Thermal Coal,UNIQ.JK,"IX Ilir, Ilir Timur II"
60226,Consumer Cyclical,7650.0,"PT Eratex Djaja Tbk manufactures and sells garments in Indonesia and internationally. The company offers jeans, casual dress pants, denims, and Italian twills. It also provides personal protective equipment, including masks, hazmat suit, medical gown, and head and shoe covers; and engages in general trading business. The company was founded in 1972 and is headquartered in Surabaya, Indonesia. PT Eratex Djaja Tbk is a subsidiary of PT Ungaran Sari Garments.",Surabaya,62 31 9900 1101,Indonesia,https://www.eratexco.com,86400,Spazio Building,62 31 9900 1115,Apparel Manufacturing,ERTX.JK,"3rd Floor, Unit.319-321 Graha Festival Kav.3 - Graha Family Jl. Mayjend Yono Soewoyo"
55233,Technology,19.0,"PT Global Sukses Solusi Tbk plans, designs, develops, and implements enterprise resource planning software solutions under the RUN System brand name for various business processes in Southeast Asia. The company offers various solutions for cost control, cash flow management, asset management, enterprise accounting, account payable, and account receivable; sales management, international trade logistic, and distribution management; material management, warehouse management system, and inventory management; production management, production planning, capacity planning, and material requirement planning; purchasing management, contract management, raw material purchasing, and e-procurement; and performance, organization, assessment, training, and recruitment management. It serves the manufacturing, construction, mining and quarrying, finance, agriculture and forestry, industrial park, property, professional and services, and tourism and hospitality sectors. The company was founded in 2013 and is headquartered in Yogyakarta, Indonesia.",Yogyakarta,62 274 530 6454,Indonesia,https://www.runsystem.id,86400,Jl. Pakuningratan No.15,,Software—Application,RUNS.JK,Cokrodiningratan Jetis
12160,Consumer Cyclical,82.0,"PT Satria Mega Kencana Tbk, through its subsidiaries, operates hotels under the Sotis brand in Indonesia. It also owns and leases real estate properties; and offers food and beverages. In addition, the company provides construction and tourism services. Further, it provides spa services. The company was founded in 2004 and is headquartered in South Jakarta, Indonesia.",Jakarta Selatan,62 21 739 9127,Indonesia,https://satriamegakencana.com,86400,Wisma Dwimukti,62 21 7279 6653,Lodging,SOTS.JK,"Jl. Panglima Polim No.28 RT 9/RW 7 Pulo, Kebayoran Baru"
12940,Technology,104.0,"PT Mitra Komunikasi Nusantara Tbk distributes, trades, and sells telecommunication products in Indonesia. The company offers telecommunication cellular products, including smartphones, tablets/pads, prepaid vouchers, and network products. It also provides trading services. The company was founded in 2008 and is headquartered in South Jakarta, Indonesia.",South Jakarta,62 21 3005 6255,Indonesia,https://www.mknt.id,86400,AXA Tower,62 21 3005 6256,Communication Equipment,MKNT.JK,"42nd Floor Suite 02, 03 and 05 Jl. Prof. Dr. Satrio Kav.18"
15133,Consumer Cyclical,203.0,"PT Asiaplast Industries Tbk manufactures and sells plastic sheets in Indonesia and internationally. The company operates through Plastic and Electronics segments. The company offers flexible films and sheets for use in office equipment, overlay furniture and home appliances, promotion media, raincoats, packaging products, etc.; leatherette for use in fashion products, automotive interior, furniture, tents, etc.; and rigid films and sheets for use in pharmaceutical grade blisters, food grade packaging products, boxes and window boxes, thermoform packaging products, etc. It also provides polyethylene terephthalate sheets for use in drinking cups and lids, food packaging, cosmetic trays and window boxes, electronic packagings and semi conductor trays, automotive spare part packagings, pharmaceutical blisters, etc.; and thermoforming products. PT Asiaplast Industries Tbk was formerly known as PT Akasa Pandukarya. The company was incorporated in 1992 and is headquartered in Tangerang, Indonesia. PT Asiaplast Industries Tbk is a subsidiary of PT Maco Amangraha.",Tangerang,62 21 590 1465,Indonesia,https://www.asiaplast.co.id,86400,Jalan K.H. E.Z. Muttaqien No. 94,62 21 590 4212,Packaging & Containers,APLI.JK,Kelurahan Gembor Kecamatan Periuk
12930,Real Estate,123.0,"PT Bhuwanatala Indah Permai Tbk, through its subsidiaries, engages in the development and management of commercial properties in Indonesia. The company develops and manages properties, including hotels, apartments, offices, shops, and housing properties. It is also involved in the equity participation business; and trading activities. The company was formerly known as PT Bandung Indah Plaza and changed its name to PT Bhuwanatala Indah Permai Tbk in 1990. PT Bhuwanatala Indah Permai Tbk was founded in 1981 and is headquartered in Jakarta, Indonesia. PT Bhuwanatala Indah Permai Tbk is a subsidiary of Safire Capital Pte. Ltd.",Jakarta,62 21 252 2535,Indonesia,https://www.bipp.co.id,86400,Graha BIP,62 21 252 2532,Real Estate—Diversified,BIPP.JK,6th Floor Jalan Jendral Gatot Subroto No. 23
11620,Industrials,25.0,"PT Jaya Trishindo Tbk provides helicopter charter services in Indonesia. It engages in the trading, services, and air transportation rental. The company was founded in 2010 and is based in Jakarta, Indonesia.",Jakarta,62 21 5890 0300,Indonesia,https://www.jatigroup.com,86400,Rukan Grand Aries Niaga,,Airports & Air Services,HELI.JK,Jl. Taman Aries Blok E1 No.1A Kembangan Kota Jakarta Barat
15810,Consumer Defensive,22.0,"PT Formosa Ingredient Factory Tbk produces and sells tapioca pearl products, jelly toppings, popping boba, premium sauce, syrup products, and premix powder in Indonesia. The company was founded in 2016 and is headquartered in Tangerang, Indonesia.",Tangerang,62 21 2222 8975,Indonesia,https://bobaking.co.id,86400,Berlian 88 Biz Estate Blok C No.1,62 21 2904 7378,Packaged Foods,BOBA.JK,Jl. Diklat Pemda Kelapa Dua
40553,Consumer Defensive,88.0,"PT Falmaco Nonwoven Industri Tbk manufactures and sells tissue products and nonwoven fabrics in Indonesia and internationally. The company's products include wet wipes, baby care products, daily and personal care wipes, and other health products. Its products also include nonwoven dry and sanitizing wash gloves, bed sheets and linens, antiseptic hand sanitizers, hand sanitizing wipes, alcohol swabs and surface sanitizing wipes, fogging liquid, sterile nonwoven gauzes, protective coverall seals and non-seals, surgical gowns and masks, and disposable aprons. The company was founded in 1996 and is based in Padalarang, Indonesia.",Padalarang,62 22 686 6808,Indonesia,https://falmaco.my-free.website,86400,Jl. Raya Padalarang 289 Km 15.3,62 22 686 6806,Household & Personal Products,FLMC.JK,
12440,Industrials,,"PT Djasa Ubersakti Tbk engages in the construction business in Indonesia. Its project portfolio includes apartments flats, hotels, shopping centers, factories, schools, and worship places. The company offers design and building, cost estimation, value engineering, construction management, general contracting, and project management services; basic concept, master planning, site research and survey, preliminary design and layout, preliminary estimate, financial consultation, and schedule implementation; and job site management, project schedule management, project cost management, quality control, and environment and safety management services. PT Djasa Ubersakti Tbk was founded in 1971 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 766 0114,Indonesia,https://www.djasaubersakti.co.id,86400,Bona Indah Plaza Blok A2/B8,62 21 750 8037,Engineering & Construction,PTDU.JK,Jl. Karang Tengah Raya
40533,Consumer Cyclical,404.0,"PT Chitose Internasional Tbk, together with its subsidiaries, manufactures and sells steel and wood furniture for offices, hotels, hospitals, home, schools, and public spaces primarily in Indonesia. It offers chairs, desks, tables, cabinets, office shelves, racks and storage products, lobby spaces, folding chairs, memo chairs, and healthy mattresses, as well as accessories. The company markets its products through a network of distributors and agents. It also exports its products to Japan, Malaysia, Jerman, Taiwan, Singapore, and Hong Kong. The company was formerly known as PT Chitose Indonesia Manufacturing Limited and changed its name to PT Chitose Internasional Tbk in 2013. PT Chitose Internasional Tbk was incorporated in 1978 and is headquartered in Cimahi, Indonesia. PT Chitose Internasional Tbk is a subsidiary of PT Tritirta Inti Mandiri.",Cimahi,62 22 603 1900,Indonesia,https://www.chitose-indonesia.com,86400,Jl. Industri III No. 5,62 22 603 1855,"Furnishings, Fixtures & Appliances",CINT.JK,Utama Cimahi Selatan
40184,Consumer Defensive,10.0,"PT Wahana Interfood Nusantara Tbk manufactures and sells cocoa and chocolate products in Indonesia. The company provides cocoa powder, couverture and compound chocolates, spreads and fillings, and chocolate powder drinks. It sells its products under the SCHOKO brand name for food manufacturers, food services, and retailers. The company also exports its products to Asia, Europe, Australia, New Zealand, and the United States. PT Wahana Interfood Nusantara Tbk was founded in 2006 and is headquartered in Bandung, Indonesia.",Bandung,62 22 601 1375,Indonesia,https://www.wahana-interfood.com,86400,Jl. Dadali no. 16,62 22 603 3265,Confectioners,COCO.JK,
65122,Consumer Defensive,196.0,"PT Indonesian Tobacco Tbk manufactures and sells cigarettes and tobacco in Indonesia. It processes tobacco leaves into finished products in the form of self-rolled tobacco or tobacco shags. The company also exports its products to Singapore, Malaysia, and Japan. PT Indonesian Tobacco Tbk was founded in 1955 and is headquartered in Malang, Indonesia.",Malang,62 34 149 1017,Indonesia,https://www.indonesiantobacco.com,86400,Jalan Letjen. S. Parman no. 92,62 34 149 1407,Tobacco,ITIC.JK,
13930,Industrials,355.0,"PT Tira Austenite Tbk engages in the trading and distribution of technical products primarily in Indonesia. It operates through three segments: Trading and Distribution of Technical Products; Welding and Molding; and Distribution of Industrial Gases. The company sells various steel products, including machinery steel used for the making of shaft, gear, and other machine parts; and stainless and tool steel products, as well as wear resistant steel products for heavy equipment, liner plate, crusher, and other applications. It also provides medical gases, including anaerobic atmosphere mixtures, blood gas mixtures, breathing air, helium, and lung diffusion gas mixtures; and specialty gases, such as analytical instrumentation mixtures, chemical process gases, emission calibration gases, environmental compliance mixtures, gas mixtures, high purity gas products, hydrocarbon calibration standards, laser gas mixtures, rare gases, and ultra-high purity gas products. In addition, the company offers industrial gases, such as argon, carbon dioxide, nitrogen, oxygen, and hydrogen; fuel gases, including acetylene, LPG, and propane; high-pressure cylinder gases; liquid cylinders for gas or liquid service; and shielding gases. Further, it manufactures bronze casting products under the ALPHABRONZE name; welding electrode products under the name of MG and STELEC; and medical equipment, as well as trades in steel. The company was founded in 1971 and is headquartered in East Jakarta, Indonesia.",Jakarta Timur,62 21 460 2594,Indonesia,https://www.tiraaustenite.com,86400,Pulogadung Industrial Estate,62 21 460 2593,Industrial Distribution,TIRA.JK,JI. Pulo Ayang Kav. R.1
11610,Utilities,21.0,"PT. Terregra Asia Energy Tbk focuses on developing, building, and operating renewable energy projects in Indonesia. The company operates through four segments: Rent, Hydro Power, Solar Power, and Trading segments. It is involved in developing hydro and solar power projects. The company was formerly known as PT. Mitra Megatama Perkasa and changed its name to PT. Terregra Asia Energy Tbk in 2016. PT. Terregra Asia Energy Tbk was founded in 1995 and is headquartered in Jakarta Barat, Indonesia.",Jakarta Barat,62 21 3049 7777,Indonesia,https://www.terregra.com,86400,Lippo Puri Tower,62 21 3049 7778,Utilities—Renewable,TGRA.JK,"#0905 St. Moritz Jl. Puri Indah Raya Blok U1-3, CBD West"
