code,name,address,website,phone,description,share_list,sector,industry
BKDP,Bukit Darmo Property Tbk,"Jalan Tanah Abang III No.6 - RT.1/RW.8, Petojo Selatan Kecamatan Gambir Kota, Jakarta Pusat",https://www.bukitdarmoproperty.com,62 21 351 7007,"PT Bukit Darmo Property Tbk engages in the construction, development, trade, and investment activities in Indonesia. It operates through Real Estate, Shopping Mall, Construction, and Marketing Services segments. The company constructs and develops apartments, offices, shops, recreational parks, tourism destinations, and related facilities; and establishes and runs service bureaus for various activities, such as promotion, management, marketing, land selling, and purchase of buildings, apartments, offices, shops, recreational parks, restaurants, and tourism destinations. It also designs, constructs, and maintains housing properties, hotels, apartments, offices, shops, and recreational parks, as well as tourism destinations, including restaurants, golf courses, and associated facilities. The company was formerly known as PT Adhibaladika and changed its name to PT Bukit Darmo Property Tbk in April 2007. The company was founded in 1989 and is headquartered in Jakarta Pusat, Indonesia.",7513992252,Real Estate,Real Estate Services
BKSL,Sentul City Tbk.,"Gedung Menara Sudirman - Lantai 25, 27 Jl. Jend. Sudirman Kav. 60, Jakarta",https://www.sentulcity.co.id,62 21 522 6877,"PT Sentul City Tbk, together with its subsidiaries, engages in the construction, real estate, and services activities in Indonesia. It operates through Real Estate and Other segments. The company develops and sells land, house buildings, office buildings, shop buildings, apartment space units, office spaces, shop spaces, and others. It is also involved in the town, and air/water management activities; amusement park management activities; apartment management activities; and operation of hotels, restaurants, and tourism, as well as provision of parking services. The company was formerly known as PT. Bukit Sentul Tbk and changed its name to PT Sentul City Tbk in July 2006. PT Sentul City Tbk was incorporated in 1993 and is headquartered in Jakarta, Indonesia. PT Sentul City Tbk is a subsidiary of PT Sakti Generasi Perdana.",67083561082,Real Estate,Real Estate—Development
BKSW,Bank QNB Indonesia Tbk.,"Revenue Tower - 8th Floor District 8, SCBD Lot 13 Jl. Jenderal Sudirman Kav. 52-53, Jakarta",https://www.qnb.co.id,62 21 515 5155,"PT Bank QNB Indonesia Tbk provides various banking products and services in Indonesia. It offers savings, checking, current, and multi-currency accounts; and time deposits. The company also provides mutual funds, such as equity, money market, capital protected, fixed income, and balance funds; bancassurance services; cash management and trade finance services; and mobile and online banking, and ATM services. As of December 31, 2021, it operated through a network of 10 branch offices, 7 sub-branch offices, and 19 ATMs in Jakarta, Sumatera, Jawa, and East region. The company was formerly known as PT Bank QNB Kesawan Tbk and changed its name to PT Bank QNB Indonesia Tbk in July 2014. PT Bank QNB Indonesia Tbk was founded in 1913 and is headquartered in Jakarta, Indonesia. PT Bank QNB Indonesia Tbk is a subsidiary of Qatar National Bank (Q.P.S.C.).",20232319124,Financial Services,Bank - Regional
BLTA,Berlian Laju Tanker Tbk,"Wisma BSG - 10th Floor Jl. Abdul Muis No. 40, Jakarta",https://www.blt.co.id,62 21 3006 0300,"PT Berlian Laju Tanker Tbk provides shipping services for liquid cargo transportation in Malaysia and Indonesia. The company operates through Chemical Tankers, Gas Tankers, and Others segments. It operates chemical tankers that offer maritime transportation services for organic and non-organic liquid chemicals, and vegetable oil and animal fats; and gas tankers, which maritime transport liquefied gas, including LPG, propylene, propane, and LNG. The company also offers shipping agency, manning, ship management, and trading services. As of December 31, 2021, it owns and operates a fleet of 7 vessels, consisting of 4 chemical tankers, 2 gas tankers, and 1 third party chemical vessel. The company was founded in 1981 and is headquartered in Jakarta, Indonesia. PT Berlian Laju Tanker Tbk operates as a subsidiary of PT Bagusnusa Samudra Gemilang.",25940187103,Industrials,Marine Shipping
BLTZ,Graha Layar Prima Tbk.,"AIA Central - 26th Floor Jl. Jend. Sudirman, Kav. 48A Kel. Karet Semanggi, Kec. Setiabudi, Jakarta Selatan",https://www.cgv.id,62 21 2253 6090,"PT Graha Layar Prima Tbk, through its subsidiary, PT Graha Layar Mitra, operates in the cinema industry in Indonesia. The company also provides food and beverage, event and advertisement, and licensing and management services. As of December 31, 2021, it operated 66 CGV Cinemas and 2 Blitztheater cinemas. The company was founded in 2004 and is headquartered in South Jakarta, Indonesia. PT Graha Layar Prima Tbk is a subsidiary of CGI Holdings Co., Ltd.",873937142,Communication Services,Entertainment
BLUE,Berkah Prima Perkasa Tbk.,"Jl. Kapuk Kamal Kapuk Business Park - Number 28 Blok AA, Jakarta Utara",https://www.blueprint-indonesia.com,,"PT Berkah Prima Perkasa Tbk engages in trading and distribution of refill ink, laser toner, photo paper, POS hardware and software, sticker labels, and textile printing suite under the brand of Blueprint. The company sells inks for printers, including refill inks, cartridge refill inks, sublime inks, art paper inks that can be used for various types of printing needs, such as printing documents, photos, brochures, and design material, as well as master film offsets. It also provides textile printing services. PT Berkah Prima Perkasa Tbk was founded in 2005 and is headquartered in Jakarta Utara, Indonesia.",418000000,Technology,Electronics & Computer Distribution
BMAS,Bank Maspion Indonesia Tbk.,"Jalan Basuki Rahmat No. 50-54 -, Surabaya",https://www.bankmaspion.co.id,62 31 535 6123,"PT Bank Maspion Indonesia Tbk provides various banking products and services. It offers savings and current accounts; deposit products; working capital, investment, consumer, and general personal loans; remittance services; and trade finance services, such as letters of credit and bank guarantee services. The company also provides automatic teller machines (ATM), Internet and mobile banking, payroll, safe deposit box, and transfer services. As of December 31, 2021, it had 12 branches, 25 sub-branches, 7 cash offices, 2 small and medium enterprise functional offices, 7 mobile cash, 70 ATMs, and 4 cash recycling machines located at Surabaya, Jakarta, Tangerang, Semarang, Denpasar, Medan, Bandung, Makassar, Malang, Solo, Purwokerto, and Palembang. The company was founded in 1989 and is headquartered in Surabaya, Indonesia. PT Bank Maspion Indonesia Tbk operates as a subsidiary of PT Alim Investindo.",4399026922,Financial Services,Bank - Regional
BMHS,Bundamedik Tbk.,"Jl. Teuku Cik Ditiro No.28 - Menteng, Jakarta Pusat",https://www.bmhs.co.id,62 21 3192 3344,"PT Bundamedik Tbk provides health care services in Indonesia. As of December 31, 2021, the company operated 2 maternal and child hospitals, 3 general hospitals, 2 clinics, 10 IVF clinics, and 14 diagnostic laboratories. It also engages in the distribution of drugs, pharmaceuticals, and medical devices; and hotel, medical tourism, and management consulting businesses. The company was founded in 1973 and is headquartered in Jakarta Pusat, Indonesia. PT Bunda Medik is a subsidiary of PT Bunda Investama Indonesia.",8603416176,Healthcare,Medical Care Facilities
BMRI,Bank Mandiri (Persero) Tbk.,"Plaza Mandiri - Jl. Jenderal Gatot Subroto Kav. 36-38, Jakarta",https://bankmandiri.co.id,62 21 526 5045,"PT Bank Mandiri (Persero) Tbk provides various banking products and services to individuals and businesses in Indonesia, Singapore, Hong Kong, Timor Leste, Shanghai, Malaysia, the United Kingdom, and the Cayman Islands. It offers savings and current accounts, time deposits, demand deposits, and foreign currency savings and current accounts; motorcycle loans, mortgage loan, and housing loans, as well as loans for various purposes, such as education, home renovation, marriage, health, and other needs for individuals; and working capital loans, investment loans, people's business loans, syndicated loans, and micro business loans for businesses. The company also provides investment products comprising mutual funds, stocks, and bond trading; life, health, and general insurance products; credit, debit, and corporate cards; e-banking services; digital lending; cash management services; trade finance services, value chain, supply chain management, global and domestic trade, export and import, standby letter of credit, and bank guarantee, as well as spot and forex services; custodial services; treasury services, including cash transaction/liquidity, hedging, and investment products; trust services comprising trustee, paying agent, security agent, escrow agent, monitoring agent, and receiving bank services; and money transfer, remittance services, and venture capital financing. As of 31 December 2021, it operated 2,609 branches, including 137 branch offices, 2,465 sub-branch offices, and 7 overseas branch offices; and 13,087 ATM facilities. The company was founded in 1998 and is headquartered in Jakarta, Indonesia.",46199999998,Financial Services,Bank - Regional
BMSR,Bintang Mitra Semestaraya Tbk,"Graha BIP - 2nd Floor Jalan Jenderal Gatot Subroto Kav 23, Jakarta",https://www.bintangmitra.com,62 21 252 2586,"PT Bintang Mitra Semestaraya Tbk engages in the trading of chemicals and rice in Indonesia. The company offers caustic soda liquid and flakes, hydrochloric acid, sodium hypochlorite, sulfuric acid, ethylene dichloride, vinyl chloride monomer, polyvinyl chloride, and hydrogen gas. It is also involved in the exploration and production of oil and gas; mining and sale of nickel; and investment and general trading activities. The company was formerly known as PT Bintang Mahkota Semestaraya and changed its name to PT Bintang Mitra Semestaraya Tbk in May 1991. PT Bintang Mitra Semestaraya Tbk was founded in 1989 and is headquartered in Jakarta, Indonesia.",1159200024,Industrials,Conglomerates
BMTR,Global Mediacom Tbk.,"MNC Tower - Lantai 27 Jl. Kebon Sirih No. 17-19, Jakarta Pusat",https://mediacom.co.id,62 21 390 9211,"PT Global Mediacom Tbk operates as an integrated media company in Indonesia and internationally. It operates four free-to-air TV stations, including RCTI, MNCTV, GTV, and iNews; and provides content production and content library services. The company also owns and operates okezone.com, sindonews.com, iNews.id, idxchannel.com, celebrities.id, sportstars.id, and BuddyKu; various portals and new apps; network of radio stations, which include approximately 100 radio stations under 4 principal brands MNC Trijaya, RDI, Global Radio, and V Radio; Over-The-Top services under RCTI+ name; Vision+ to watch content; MNC Vision, a subscription DTH service; and K-Vision, a DTH based pay-TV service. In addition, it operates MNC Play, that offers high-speed internet and IPTV services; MeTube.id, a video sharing platform; Mediate local media agencies that provides integrated media placement services; MNC Licensing, a licensing and brand management service; Movieland, special economic zone for integrated film industry and drama series; and MNC Shop, a TV home shopping channel, as well as provides talent management, advertising-based media and content, subscription based media and fixed broadband, online media, supporting media and infrastructure, advertising services. The company was formerly known as PT Bimantara Citra Tbk. and changed its name to PT Global Mediacom Tbk in March 2007. The company was founded in 1981 and is based in Jakarta Pusat, Indonesia.",16583997586,Communication Services,Entertainment
BNBA,Bank Bumi Arta Tbk.,"Jl. Wahid Hasyim No. 234 -, Jakarta Pusat",https://www.bankbba.co.id,62 21 230 0893,"PT Bank Bumi Arta Tbk provides banking products and services in Indonesia. The company provides savings, call, and term deposits; and business financing solutions, including account, fixed, demand, housing, car ownership, pension, term, multipurpose, export and import financing, and investment loans. In addition, it offers bank guarantee and payment services; ATM, and internet and mobile banking services; and other services, such as bank notes, corporate payroll, financial supply chain, and bank drafts. As of December 31, 2021, the company operated a network of 11 branches, 16 sub-branches, and 15 ATM machines in Indonesia. PT Bank Bumi Arta Tbk was founded in 1967 and is headquartered in Jakarta Pusat, Indonesia.",2744280000,Financial Services,Bank - Regional
BNBR,Bakrie & Brothers Tbk,"Bakrie Tower - 35th-37th Floor Rasuna Epicentrum Complex Jalan H.R. Rasuna Said, Jakarta Selatan",https://www.bakrie-brothers.com,62 21 2991 2222,"PT Bakrie & Brothers Tbk, through its subsidiaries, engages in automotive components, general trading, construction, telecommunication, and oil and gas businesses in Indonesia and internationally. The company operates through two segments, Infrastructure and Manufacturing; and Trading, Services, and Investment. It offers automotive components for vehicles and heavy duty equipment; building materials, such as fiber cement roofing, ceiling, and partition products, as well as conduit pipes for general use; steel pipes for use in oil and gas, and general purposes; and fabrication services. The company also engages in the trading, distribution, and construction of building products, including gypsum, roofing, and autoclaved aerated concrete products, as well as electrical lightings and prefab bathrooms; development of infrastructure assets; and steel construction, investment, oil and gas trading, management consultation, and energy and electrical power businesses. In addition, it provides industries-organic chlor chemicals; and trades in ammonium nitrate and olein. Further, the company offers information technology, telecommunication, integration system, and multimedia and network services. PT Bakrie & Brothers Tbk was founded in 1942 and is headquartered in Jakarta Selatan, Indonesia.",21160865261,Industrials,Conglomerates
BNGA,Bank CIMB Niaga Tbk.,"Graha CIMB Niaga - Jl. Jend. Sudirman Kav. 58, Jakarta",https://www.cimbniaga.co.id,62 21 250 5252,"PT Bank CIMB Niaga Tbk provides various banking products and services in Indonesia and internationally. It offers saving, current, time, and term deposit products; credit and debit cards; treasury products, such as foreign exchange, strike currency, market-linked deposits, swap deposit, bonds, hedging instruments, investment, and foreign currency, and mutual fund products; general and life bancassurance products; digital banking services. The company also provides working capital, investment, and supply chain financing services; and asset and property, earthquake, fire, motor vehicle, health, and transportation insurance products. In addition, it offers letter of credit, export notes negotiation and discount, outward and inward documentary collections, pre-shipment financing, domestic letter of credit, trust receipt, non-cash loan financing facility, cash management, bank and shipping guarantee, standby letter of credit and demand guarantee, trade account payable special transaction loans, private banking, and trade account receivable special transaction loans. It operates a network of 451 branches, 4,500 ATMs, 34 digital lounges, 952 cash deposit machines, 146 multi-function devices, and 952 cash deposit and recycle machines. The company was formerly known as PT Bank Niaga Tbk and changed its name to PT Bank CIMB Niaga Tbk in May 2008. The company was founded in 1955 and is headquartered in Jakarta, Indonesia. PT Bank CIMB Niaga Tbk is a subsidiary of CIMB Group Sdn Bhd.",24880290775,Financial Services,Bank - Regional
BNII,Bank Maybank Indonesia Tbk.,"Sentral Senayan III - Jalan Asia Afrika No. 8 Gelora Bung Karno - Senayan, Jakarta",https://www.maybank.co.id,62 21 2922 8888,"PT Bank Maybank Indonesia Tbk provides general banking services in Indonesia and internationally. The company operates through Global Banking, Business Banking, and Retail segments. It provides savings and current accounts, and demand and time deposits; credit cards; digital banking services; personal, multifunctional, car, and motorcycle loans; mortgages; investment products, such as government bonds and mutual funds; and various life, disaster, and health insurance products, as well as traditional insurance products. The company also offers working capital solutions, including supply chain financing; loans for SME; commercial vehicle financing, heavy equipment loans, commercial property credit, credit franchise, and property agent referral programs; letters of credit, trust receipts financing, and inward documentary collection services; pre and post shipment financing services; guarantees; and invoice financing services. In addition, it provides transaction banking services, including liquidity management, and payment and collection services, as well as Shariah banking services. Further, the company offers foreign exchange and hedging products, and structured investment products. As of December 31, 2021, it had 81 branches, 255 sub-branches, 1 micro sub-branch, 17 Sharia branches, and 2 sub-branches Sharia. The company was formerly known as PT Bank Internasional Indonesia Tbk and changed its name to PT Bank Maybank Indonesia Tbk. The company was founded in 1959 and is headquartered in Jakarta, Indonesia.",75357433911,Financial Services,Bank - Regional
BNLI,Bank Permata Tbk.,"World Trade Center II - Jalan Jendral Sudirman Kavling 29-31, Jakarta",https://www.permatabank.com,62 21 523 7788,"PT Bank Permata Tbk provides various banking products and services to retail, SME, and wholesale customers in Indonesia. It offers savings and current account, and time deposits, as well as personal and mortgage loans, working capital loans, and trade finance. The company also provides mutual funds, bonds, bancassurance, credit cards, treasury solutions, supply chain, capital market, and cash management services, as well as digital banking services. As of December 31, 2021, it operated 70 branches, 215 sub-branches, 264 Sharia office channeling, 1 cash office, and 873 ATMs. The company was formerly known as PT Bank Bali Tbk and changed its name to PT Bank Permata Tbk in October 2002. PT Bank Permata Tbk was founded in 1954 and is headquartered in Jakarta, Indonesia. PT Bank Permata Tbk operates as a subsidiary of Bangkok Bank Public Company Limited.",35819545925,Financial Services,Bank - Regional
BOBA,Formosa Ingredient Factory Tbk.,"Berlian 88 Biz Estate Blok C No.1 - Jl. Diklat Pemda Kelapa Dua, Tangerang",https://bobaking.co.id,62 21 2222 8975,"PT Formosa Ingredient Factory Tbk produces and sells tapioca pearl products, jelly toppings, popping boba, premium sauce, syrup products, and premix powder in Indonesia. The company was founded in 2016 and is headquartered in Tangerang, Indonesia.",1155750000,Consumer Defensive,Packaged Foods
BOGA,Bintang Oto Global Tbk.,"Jl. S. Supriadi No. 19–22 - Kel. Sukun Kec. Sukun, Malang",https://bintangotoglobal.com,62 34 136 3499,"PT Bintang Oto Global Tbk operates as an integrated automotive company in Indonesia. The company engages in the vehicle dealership and rental business; buying and sale of used cars; and provision of vehicle maintenance and repair services. It is also involved in the transportation, construction, industry, services, printing, workshop, agriculture, forestry, mining, and land transportation activities; and operation of information technology-based money lending service. PT Bintang Oto Global Tbk was founded in 2011 and is based in Malang, Indonesia.",3803526210,Consumer Cyclical,Auto & Truck Dealerships
BOLA,Bali Bintang Sejahtera Tbk.,"Jl. Mahendradata Utara - No. 75, Ubung Depansar Utara, Denpasar",https://www.baliutd.com,62 361 370 0019,"PT Bali Bintang Sejahtera Tbk operates a football club in Indonesia. The company operates through Professional Football Club Management, Sport Agency, and Other segments. The Professional Football Club Management segment undertakes various operations, including football club management, youth football academy, club jersey, and merchandise retail. The Sports Agency segment engages in a range of operations, including the provision of sponsorship for football clubs, football match live video streaming services, and production of sponsored advertising videos. The Other segment operates cafe, radio, and others. It is also involved in the retail for in-store sports equipment, as well as non-alcoholic beverages, clothing, clothing accessories, bags, wallets, suitcases, backpacks, and other related items; and provision of management and business advisory, and brokerage services. The company was founded in 2014 and is headquartered in Denpasar, Indonesia.",6000000000,Communication Services,Entertainment
BOLT,Garuda Metalindo Tbk.,"Jl. Kapuk Kamal Raya No 23 -, Jakarta Utara",https://garudametalindo.co.id,62 21 555 3963,"PT Garuda Metalindo Tbk engages in the manufacture and sale of precision fasteners and engineered components primarily for the automotive industry in Indonesia. The company offers bolts, nuts, screws, and rivets; and special components, and pins and collars for use in engine, suspension, brake, frame and chassis, interior, power train, and other applications. It serves the motorcycle, automobile, automotive components, electrical equipment, and home appliance industries. The company also exports its products to rest of Asia, Europe, and the Americas. PT Garuda Metalindo Tbk was founded in 1966 and is headquartered in North Jakarta, Indonesia. PT Garuda Metalindo Tbk is a subsidiary of PT Garuda Multi Investama.",2343750000,Industrials,Tools & Accessories
BOSS,Borneo Olah Sarana Sukses Tbk.,"Wisma 77 Building - Tower 1 8th Floor Letjen S Parman No. 77, Jakarta Barat",https://www.bosscoal.com,62 21 535 9777,"PT. Borneo Olah Sarana Sukses Tbk explores for, produces, and supplies coal in Indonesia. The company's mining assets are located in Muara Pahu, Kutai Barat, and East Kalimantan regions. It also engages in wholesale trading of solid, liquid, and gas fuels, as well as YBDI products; and the provision of sea port services. In addition, the company constructs office and residential buildings; and provides transportation for special goods and multimodal transportation services, as well as offers financing services. It exports its products to Japan, South Korea, the United States, the Philippines, Thailand, Vietnam, Taiwan, India, and Bangladesh. The company was formerly known as PT. Megah Pratama Resources. PT. Borneo Olah Sarana Sukses Tbk was founded in 2011 and is headquartered in Jakarta Barat, Indonesia.",1400000000,Energy,Thermal Coal
BPFI,Woori Finance Indonesia Tbk.,"Chase Plaza - 12th and 15th Floor Jenderal Sudirman Kav. 21, Jakarta",https://bpfi.co.id,62 21 520 0434,"PT Batavia Prosperindo Finance Tbk, a multifinance company, provides various financial services in Indonesia. It operates through Finance Lease, Consumer Financing, and Factoring segments. The company offers investment, working capital, multipurpose, and automobile and heavy equipment financing services. As of March 31, 2022, it operated through a network of 72 branch offices. The company was formerly known as PT Bira Multi Finance and changed its name to PT Batavia Prosperindo Finance Tbk in March 2007. PT Batavia Prosperindo Finance Tbk was founded in 1994 and is headquartered in Jakarta, Indonesia. PT Batavia Prosperindo Finance Tbk is a subsidiary of PT Batavia Prosperindo Internasional Tbk.",2673995362,Financial Services,Credit Services
BPII,Batavia Prosperindo Internasional Tbk.,"Gedung Chase Plaza - 12th Floor Jenderal Sudirman Street Kav. 21, Jakarta",https://www.bpinternasional.com,62 21 520 0180,"PT Batavia Prosperindo Internasional Tbk engages in the investment management, securities brokerage, and underwriting businesses in Indonesia. It is also involved in investment, working capital, and multipurpose financing businesses; rental and lease of transportation vehicles; transportation consultation activities; general insurance activities; and provision of asset management consultation, building rental brokerage, and other services. The company was founded in 1998 and is headquartered in Jakarta, Indonesia.",562224662,Financial Services,Asset Management
BPTR,Batavia Prosperindo Trans Tbk.,"Chase Plaza - 12th Floor Jalan Jenderal Sudirman Kav. 21, Jakarta Pusat",https://www.bataviarent.com,62 21 520 0434,"PT Batavia Prosperindo Trans Tbk operates as a transportation services company in Indonesia. It offers long-term and short-term vehicle rental and fleet management services. The company was founded in 2014 and is based in Central Jakarta, Indonesia. PT Batavia Prosperindo Trans Tbk is a subsidiary of PT Batavia Prosperindo Makmur.",1550000000,Industrials,Rental & Leasing Services
BRAM,Indo Kordsa Tbk.,"Jalan Pahlawan - Desa Karang Asem Timur Citeureup, Bogor",https://www.indokordsa.com,62 21 875 2115,"PT Indo Kordsa Tbk manufactures, markets, and sells tire cord fabrics and yarn filaments in Indonesia, Thailand, Korea, Japan, China, Vietnam, Turkey, Taiwan, Brazil, and internationally. The company offers nylon, polyester, and rayon fibers; fiber industrial yarns; and polyester raw materials. Its products are used to produce cord fabrics, which lend strength and flexibility to tires. The company was formerly known as PT Branta Mulia Tbk and changed its name to PT Indo Kordsa Tbk in 2007. The company was founded in 1981 and is headquartered in Bogor, Indonesia. PT Indo Kordsa Tbk operates as a subsidiary of Kordsa Teknik Tekstil A.S.",450000000,Consumer Cyclical,Auto Parts
BRIS,Bank Syariah Indonesia Tbk.,"The Tower Building - Jalan Gatot Subroto No. 27 Karet Semanggi Village Setiabudi District, Jakarta Selatan",https://www.bankbsi.co.id,62 21 3040 5999,"PT Bank Syariah Indonesia Tbk provides various commercial banking products and services in Indonesia. The company operates through five segments: Wholesale, Small and Medium Enterprise (SME), Consumer, Micro, and Others. It offers banking products and services that include savings, demand deposits, and time deposits; micro financing; working capital and investment financing; and internet banking services. The company also provides movable or immovable goods lease financing; debit and financing cards; buying, selling, and guaranteeing third party securities; money transfer and custody services; letters of credit; bank guarantee facilities; and trustee, safekeeping, and foreign exchange services. In addition, it publishes, offers, and trades in short and long term securities. As of December 31, 2021, the company operated through a network of 272 branch offices, 972 sub-branch offices, and 74 cash offices. The company was founded in 1969 and is headquartered in South Jakarta, Indonesia. PT Bank Syariah Indonesia Tbk is a subsidiary of PT Bank Mandiri (Persero) Tbk.",40717924372,Financial Services,Bank - Regional
BRMS,Bumi Resources Minerals Tbk.,"Bakrie Tower - 6th and 10th Floors Complex Rasuna Epicentrum Jl. H.R. Rasuna Said, Kuningan, Jakarta",https://www.bumiresourcesminerals.com,62 21 5794 5698,"PT Bumi Resources Minerals Tbk, through its subsidiaries, engages in the exploration and development of mineral properties in Asia. It operates through three segments: Investments, Holding Company, and Mining and Services. The company explores for lead, zinc, gold, copper, and iron ore. It also invests in shares of stock, funding, and finance related activities, as well as trading activity. The company was founded in 2003 and is headquartered in Jakarta, Indonesia. PT Bumi Resources Minerals Tbk is a subsidiary of PT Bumi Resources Tbk.",1.41784E+11,Basic Materials,Other Industrial Metals & Mining
BRNA,Berlina Tbk.,"Jl. Jababeka Raya Blok E 12 – 17 - Kawasan Industri Jababeka Cikarang Desa Wangunharja Kecamatan Cikarang Utara, Bekasi",https://www.berlina.co.id,62 21 8983 0160,"PT Berlina Tbk, together with its subsidiaries, provides plastic packaging solutions in Indonesia and internationally. It offers plastic laminated tubes, such as aluminum and plastic barrier; coextrusion plastic tubes; plastic bottles; toothbrushes; and molds. The company also engages in plastic processing, general trading, and service activities, as well as produces post-consumer recycled plastic materials. It primarily serves multinational companies in various industries, including personal care, cosmetics, pharmaceutical, household, pesticides, engineering, food and beverage, industrial goods, and others. The company was founded in 1969 and is headquartered in Bekasi, Indonesia. PT Berlina Tbk is a subsidiary of PT Dwi Satrya Utama.",979110000,Consumer Cyclical,Packaging & Containers
BRPT,Barito Pacific Tbk.,"Wisma Barito Pacific Tower B - 8th Floor Jl. Let. Jend. S. Parman Kav. 62 - 63, Jakarta",https://www.barito-pacific.com,62 21 530 6711,"PT Barito Pacific Tbk, together with its subsidiaries, engages in the petrochemical production business. It operates through Petrochemical, Building and Hotel Management (Property), Energy and Resources, and Others segments. The company produces petrochemical products, which include olefins, such as ethylene, propylene, py-gas, and mixed C4; polyolefins, including polyethylene and polypropylene; styrene monomer, a material for downstream industry products comprising polystyrene (PS), expanded PS, styrene acrylonitrile, acrylonitrile butadiene styrene, styrene butadiene rubber, styrene butadiene latex, and unsaturated polyester resins; and polybutadiene rubber and solution styrene butadiene rubber used as raw materials for the production of tires. It also operates geothermal operations. In addition, the company manages properties; develops industrial and commercial property, commercial complex, office space, and standard factory building; and owns and manages hotel. Further, it engages in the logistics and glue production businesses. The company was formerly known as PT Barito Pacific Timber Tbk and changed its name to PT Barito Pacific Tbk in 2007. PT Barito Pacific Tbk was founded in 1979 and is headquartered in Jakarta, Indonesia.",93747218044,Basic Materials,Chemicals
BSDE,Bumi Serpong Damai Tbk.,"Sinar Mas Land Plaza - BSD Green Office Park Jalan Grand Boulevard BSD City, Tangerang",https://www.bsdcity.com,62 21 5036 8368,"PT Bumi Serpong Damai Tbk, together with its subsidiaries, engages in the real estate development activities in Indonesia. It operates through Real Estate, Property, Hotel, Toll Road, and Others segments. The company is developing the BSD City, a planned and integrated residential area with amenities/infrastructure, environmental facilities, and parks. It is also involved in the hotel operations; leasing of office space; and concession of toll road projects. In addition, the company engages in the development of apartments and shopping centers. The company was founded in 1984 and is headquartered in Tangerang, Indonesia.",21171365812,Real Estate,Real Estate—Development
BSIM,Bank Sinarmas Tbk.,"Sinar Mas Land Plaza - Menara 1 Lantai 1 & 2 Jl. MH. Thamrin No. 51, Jakarta",https://www.banksinarmas.com,62 21 3199 0101,"PT Bank Sinarmas Tbk provides various banking products and services in Indonesia. The company operates through Marketing and Credit, Treasury, and Trade Finance segments. It engages in the issuance of debt securities; treasury activities; provision of loans; funding activities; and trade financing activities. The company also invests in securities and money markets. It operates 1 main branch, 67 branches, 71 functional sub-branch, 22 functional UMK offices, 191 sub-branches, 31 sharia branches, 12 sharia cash offices, and 3 cash cars in Indonesia. The company was formerly known as PT Bank Shinta Indonesia and changed its name to PT Bank Sinarmas Tbk in January 2007. The company was founded in 1989 and is headquartered in Jakarta, Indonesia. PT Bank Sinarmas Tbk operates as a subsidiary of PT Sinar Mas Multiartha Tbk.",19517921842,Financial Services,Bank - Regional
BSML,Bintang Samudera Mandiri Lines Tbk.,"Rasuna Office Park No. DO-03 - Jl. Taman Rasuna Timur Kecamatan Menteng Atas Kelurahan Setiabudi, Jakarta Selatan",https://bsmlines.com,62 21 2232 3392,"PT Bintang Samudera Mandiri Lines Tbk provides sea transportation and logistics services in Indonesia. It transports mining commodities, such as coal and nickel; infrastructure goods, including cement, sand, pipes, and construction equipment; and fertilizers and clinkers. The company offers shipping agency; bunkering; loading and unloading; and refueling services, as well as ramp door and trestle rental services. It also provides transportation facilities for picking up and loading cargo on barges; charter ship operation services for the delivery of cargo for mining goods and others; marine ship operation management services; and logistics services for vessels and sea loading activities. It operates 8 units of tugboats and 7 units of barges. The company was founded in 2012 and is based in Jakarta Selatan, Indonesia.",1850225000,Industrials,Marine Shipping
BSSR,Baramulti Suksessarana Tbk.,"Sahid Sudirman Center - 56th Floor (Unit C & D) Jl. Jenderal Sudirman No. 86, Jakarta",https://www.bssr.co.id,,"PT Baramulti Suksessarana Tbk mines, trades in, and transports coal in Indonesia. The company holds interests in the PT Antang Gunung Meratus coal concession covering an area of approximately 22,433 hectares located in South Kalimantan; and the PT Baramulti Suksessarana coal concession totaling an area of approximately 2,459.8 hectares located in East Kalimantan. It exports coal to Cambodia, China, India, the Philippines, South Korea, and Thailand. The company was incorporated in 1990 and is headquartered in Jakarta, Indonesia. PT Baramulti Suksessarana Tbk is a subsidiary of PT Wahana Sentosa Cemerlang.",2616500000,Energy,Thermal Coal
BSWD,Bank Of India Indonesia Tbk.,NULL,NULL,NULL,NULL,2364972863,NULL,NULL
BTEK,Bumi Teknokultura Unggul Tbk,"Rukan Permata Senayan Complex - Block E No. 38 Jl. Tentara Pelajar, Jakarta Selatan",https://www.btek.co.id,62 21 530 0700,"PT Bumi Teknokultura Unggul Tbk engages in processing of cocoa bean in Indonesia. It offers cocoa butter, cake, and powder. The company was founded in 2001 and is headquartered in South Jakarta, Indonesia.",46277496376,Consumer Defensive,Farm Products
BTEL,Bakrie Telecom Tbk.,NULL,NULL,NULL,NULL,36822665755,NULL,NULL
BTON,Betonjaya Manunggal Tbk.,"Jl. Raya Krikilan No.434 Km.28 - Kecamatan Driyorejo, Gresik",https://www.bjm.co.id,62 31 750 7303,"PT Betonjaya Manunggal Tbk engages in the production and sale of round bars in Indonesia. Its products are primarily used in the construction of buildings, including high rise building and housing. The company was founded in 1995 and is headquartered in Gresik, Indonesia",720000000,Basic Materials,Steel
